companies,year,open_price,high_price,low_price,close_price,no_of_shares,no_of_trades,total_turnover_(Rs),deliverable_quantity,%_deli_qty_to_traded_qty,spread_(high-low),spread_(close-open),sales,expenses,operating_profit,net_profit,eps,price,opm,equity_share_capital,pe_ratio,outstanding_shares,market_cap,sales_growth_%,net_profit_growth_%,eps_growth_%,market_cap_growth_%,operating_margin_%,cagr_close_price,sector
Bharat Petroleum Corportation Limited,2021,382.0,503.0,357.55,385.5,125477430,2099370,55081195277,58277422,46.44,145.45,3.5,230170.81,209169.76,21001.04999999999,16164.98,37.25937536014752,213.98,9.124115260314715,2092.91,5.742984092773391,2092910000.0,447840881800.0,-19.11681722615621,429.0695695433598,429.0695695433598,43.69896113915934,9.124115260314715,-0.05965403667457181,Public
Bharat Petroleum Corportation Limited,2022,383.05,406.75,288.2,330.55,72618789,1421617,24668969545,38851889,53.5,118.55,-52.5,346791.08,327653.78,19137.29999999999,11681.5,26.92520456378933,179.68,5.518394533100444,2129.45,6.673301202756496,2129450000.0,382619576000.0,50.6668373804654,-27.7357596483262,-27.7357596483262,-14.56349977202996,5.518394533100444,-0.05965403667457181,Public
Bharat Petroleum Corportation Limited,2023,330.55,482.05,314.1,450.55,42234302,869698,16032513606,20052350,47.48,167.95,120.0,473187.18,462288.35,10898.82999999996,2131.05,4.911951135184972,172.15,2.303280913062767,2129.45,35.04717275521457,2129450000.0,366584817500.0,36.44733307442625,-81.75705174849121,-81.75705174849121,-4.190783615316118,2.303280913062767,-0.05965403667457181,Public
Bharat Petroleum Corportation Limited,2024,458.45,687.65,279.5,292.35,144514827,2412223,63100783583,68439129,47.36,408.15,-166.1,448083.03,404000.86,44082.17000000004,26858.84,61.90812492797049,301.2,9.837946775176922,2136.29,4.865274151824875,2136290000.0,643450548000.0,-5.3053318139346,1160.357100959621,1160.357100959621,75.52569481413398,9.837946775176922,-0.05965403667457181,Public
Bharat Petroleum Corportation Limited,2025,293.0,381.6,234.15,364.8,91967300,1343540,28759134636,50526118,54.94,147.45,71.8,440271.86,414870.48,25401.38,13336.55,30.7400023049441,278.47,5.769476159571044,4272.58,9.058880257637847,4272580000.0,1189785352600.0,-1.743241648763183,-50.34577070342576,-50.34577070342576,84.90703851261621,5.769476159571044,-0.05965403667457181,Public
Hindusthan Petroleum Corporation Limited,2016,840.2,1328.95,390.0,441.2,43385739,1279807,32513605816,13295785,30.65,938.95,-399.0,177910.22,169575.43,8334.790000000008,4674.69,20.45189657435359,116.7,4.684829235779714,339.01,5.706072274311238,339010000.0,39562467000.0,,,,,4.684829235779714,0.004659364778466735,Public
Hindusthan Petroleum Corporation Limited,2017,443.0,584.45,336.0,416.3,76579653,1256636,35749157242,24927362,32.55,248.45,-26.7,187492.89,176606.69,10886.19999999998,8235.82,36.03193769961062,233.62,5.806193504191002,1016.27,6.483692382786414,1016270000.0,237420997400.0,5.386239194128373,76.17895518205486,76.17895518205484,500.1167657214096,5.806193504191002,0.004659364778466735,Public
Hindusthan Petroleum Corporation Limited,2018,422.5,434.9,163.45,253.25,130175385,1400898,34305287407,31368907,24.1,271.45,-169.25,219509.87,208732.1,10777.76999999999,7218.28,31.58017237607735,229.9,4.909925007016764,1524.21,7.279884266057842,1524210000.0,350415879000.0,17.07637020262474,-12.35505389870104,-12.35505389870104,47.59262358317429,4.909925007016764,0.004659364778466735,Public
Hindusthan Petroleum Corporation Limited,2019,253.25,333.45,211.35,264.45,81280832,804728,22319915528,18095792,22.26,122.1,11.2,275490.64,263963.35,11527.28999999998,6690.63,29.27168919805749,189.23,4.184276460354507,1524.21,6.464608131072858,1524210000.0,288426258300.0,25.50262090720567,-7.309913164909087,-7.309913164909076,-17.69030013049152,4.184276460354507,0.004659364778466735,Public
Hindusthan Petroleum Corporation Limited,2020,264.95,270.45,155.0,217.9,100232098,1151735,20808508160,27841065,27.78,115.45,-47.05,269091.53,263887.21,5204.320000000065,2638.73,11.5445159032244,126.73,1.934033375186527,1524.21,10.97750664145252,1524210000.0,193163133300.0,-2.322804869159978,-60.56081415352516,-60.56081415352516,-33.02858954711198,1.934033375186527,0.004659364778466735,Public
Hindusthan Petroleum Corporation Limited,2021,218.35,354.55,212.5,292.0,73856400,900586,20081287355,26352883,35.68,142.05,73.65,233248.45,217193.92,16054.52999999997,10662.89,48.82722776811063,156.33,6.88301680032599,1452.41,3.201697232176268,1452410000.0,227055255300.0,-13.32003277843788,304.0917411027274,322.9473819207363,17.54585433617006,6.88301680032599,0.004659364778466735,Public
Hindusthan Petroleum Corporation Limited,2022,294.5,332.4,200.0,235.05,54498696,884239,13701424851,24216531,44.44,132.4,-59.45,349913.18,339668.8499999999,10244.33000000007,7294.23,34.28061847918037,179.57,2.927677659926978,1418.94,5.238236880383536,1418940000.0,254799055800.0,50.01736560307259,-31.59237317462714,-29.79200326099764,12.21896426195601,2.927677659926978,0.004659364778466735,Public
Hindusthan Petroleum Corporation Limited,2023,237.0,425.45,211.7,398.75,56827691,891023,16560106429,21821904,38.4,213.75,161.75,440709.25,447916.3300000001,-7207.080000000075,-6980.23,-32.80491587555221,157.87,0.0,1418.94,-4.812388502957639,1418940000.0,224008057800.0,25.9481709148538,-195.6952275977039,-195.6952275977039,-12.08442390154257,0.0,0.004659364778466735,Public
Hindusthan Petroleum Corporation Limited,2024,406.7,594.7,323.0,408.75,110108500,1854383,48538085827,51330490,46.62,271.7,2.05,433856.51,408928.73,24927.77999999997,16014.61,75.26369959582668,317.1,5.745627742222877,1418.94,4.213186459114521,1418940000.0,449945874000.0001,-1.554934460758428,-329.4281134002748,-329.4281134002748,100.8614682966999,5.745627742222877,0.004659364778466735,Public
Hindusthan Petroleum Corporation Limited,2025,409.5,494.55,287.55,460.05,47316593,969144,18716978225,22106096,46.72,207.0,50.55,434106.17,417658.4300000001,16447.73999999993,6735.7,31.65570072375223,360.35,3.788874965771607,2128.21,11.38341568062711,2128210000.0,766900473500.0,0.05754437106406662,-57.94028078111175,-57.94028078111175,70.44282830783328,3.788874965771607,0.004659364778466735,Public
Oil and Natural Gas Corporation,2016,240.0,315.0,187.6,191.45,157168179,1361586,36784831127,81043225,51.56,127.4,-48.55,124035.71,84901.08,39134.63,12875.21,10.03273540504317,142.73,31.55109927616813,4277.76,14.22642920775661,4277760000.0,610564684800.0,,,,,31.55109927616813,0.02450135000114417,Public
Oil and Natural Gas Corporation,2017,191.45,212.0,155.3,194.65,167646337,1080229,30039499052,81805167,48.8,56.7,3.2,282506.11,229702.44,52803.66999999998,24419.25,19.02818470841256,185.0,18.69116034339929,6416.63,9.722419812238295,6416630000.0,1187076550000.0,127.7619163061992,89.66098417035528,89.66098417035528,94.422733504288,18.69116034339929,0.02450135000114417,Public
Oil and Natural Gas Corporation,2018,194.0,212.9,134.75,150.2,126083538,816497,21761165534,48703982,38.63,78.15,-43.8,322705.76,265816.7,56889.06,22105.93,17.2255789670542,177.8,17.62877117532702,6416.63,10.32185915724876,6416630000.0,1140876814000.0,14.22965683821849,-9.473345823479429,-9.473345823479429,-3.891891891891897,17.62877117532702,0.02450135000114417,Public
Oil and Natural Gas Corporation,2019,150.6,178.95,115.55,128.75,115999065,683342,16662730995,31911048,27.51,63.4,-21.85,421623.93,346804.94,74818.98999999999,30546.04,24.2808518079855,159.75,17.74543252324411,6290.15,6.579258473438783,6290150000.0,1004851462500.0,30.65274384938155,38.18029822767013,40.95811731161707,-11.9228780733202,17.74543252324411,0.02450135000114417,Public
Oil and Natural Gas Corporation,2020,128.65,133.4,51.8,93.2,367332539,1881424,29641609611,131341481,35.76,81.6,-35.45,396727.91,344622.93,52104.97999999998,10803.6,8.587712534677234,68.3,13.13368146949883,6290.15,7.953223832796475,6290150000.0,429617245000.0,-5.904792927668979,-64.63174932004279,-64.6317493200428,-57.24569640062598,13.13368146949883,0.02450135000114417,Public
Oil and Natural Gas Corporation,2021,93.85,172.8,87.9,142.35,415206069,2642242,50091270068,141229782,34.01,84.9,48.5,303848.91,254375.47,49473.43999999997,16304.4,12.96026326876148,102.15,16.28225028024618,6290.14,7.88178433429013,6290140000.0,642537801000.0,-23.4112593691732,50.91636121292902,50.91636121292902,49.56052357721348,16.28225028024618,0.02450135000114417,Public
Oil and Natural Gas Corporation,2022,142.35,194.6,119.8,146.8,292884435,2309099,43687332025,124621061,42.55,74.8,4.45,491246.24,411372.65,79873.58999999997,45522.11,36.18523405642155,163.9,16.25937941021187,6290.14,4.529471876413462,6290140000.0,1030953946000.0,61.6745111904466,179.2013812222468,179.2013812222468,60.45031815956927,16.25937941021187,0.02450135000114417,Public
Oil and Natural Gas Corporation,2023,147.6,212.0,140.1,205.05,136332754,1389108,23028984378,70933105,52.03,71.9,57.45,632291.18,556764.19,75526.9900000001,35440.48,28.17141085665684,151.05,11.94496972107062,6290.14,5.361818787443059,6290140000.0,950125647000.0001,28.71165792536143,-22.14666675160707,-22.14666675160707,-7.840146430750449,11.94496972107062,0.02450135000114417,Public
Oil and Natural Gas Corporation,2024,206.45,344.6,203.8,239.05,233940561,3342022,65829434585,94587096,40.43,140.8,32.6,601580.88,499197.84,102383.04,49143.93,39.06419560741795,268.05,17.01899834316544,6290.14,6.861782146849062,6290140000.0,1686072027000.0,-4.856986934405771,38.66609594452444,38.66609594452444,77.45779543197615,17.01899834316544,0.02450135000114417,Public
Oil and Natural Gas Corporation,2025,238.5,273.45,205.0,238.05,125092670,1775456,30501748959,70027426,55.98,68.45,-0.45,612065.37,523204.65,88860.72000000003,36225.62,28.7955136205019,246.38,14.51817474986373,6290.14,8.556193969903067,6290140000.0,1549764693200.0,1.742823009933425,-26.28668484592095,-26.28668484592095,-8.084312628240998,14.51817474986373,0.02450135000114417,Public
Oil India Limited,2016,389.0,453.8,300.5,450.65,13989218,322218,5228441506,7939668,56.76,153.3,61.65,9821.13,6235.459999999999,3585.67,2079.56,11.53069032436928,104.33,36.50974989639685,601.14,9.048027226913385,601140000.0,62716936200.0,,,,,36.50974989639685,-0.01194616729090447,Public
Oil India Limited,2017,453.05,489.9,258.0,372.2,11677304,341707,3871689826,4787795,41.0,231.9,-80.85,9566.36,6445.87,3120.490000000001,1596.56,8.852564457998337,148.35,32.61940800889785,801.51,16.75785595279851,801510000.0,118904008500.0,-2.594100678842437,-23.22606705264575,-23.22606705264575,89.5883563585174,32.61940800889785,-0.01194616729090447,Public
Oil India Limited,2018,372.0,388.85,169.5,174.9,13693073,292387,3238212845,4343941,31.72,219.35,-197.1,10697.75,6770.219999999999,3927.530000000001,2734.62,16.06332236842105,144.23,36.7136080016826,756.6,8.97883991194389,756600000.0,109124418000.0,11.82675542212501,71.28200631357417,81.45388768005814,-8.224777804694462,36.7136080016826,-0.01194616729090447,Public
Oil India Limited,2019,176.1,188.6,139.65,153.05,14032638,186320,2376027954,4935436,35.17,48.95,-23.05,13780.45,8189.93,5590.52,3237.8,19.90532398868806,123.63,40.56848651531699,1084.41,6.210901167459385,1084410000.0,134065608300.0,28.81633988455516,18.40036275606849,23.91785168814153,22.85573729245458,40.56848651531699,-0.01194616729090447,Public
Oil India Limited,2020,153.0,159.8,66.0,107.4,34601220,469185,3368796600,11803900,34.11,93.8,-45.6,18612.45,13297.31,5315.140000000003,4701.11,28.90145087913439,55.1,28.55690680163011,1084.41,1.906478682694087,1084410000.0,59750991000.0,35.06416699019263,45.19457656433379,45.19457656433379,-55.43152956402167,28.55690680163011,-0.01194616729090447,Public
Oil India Limited,2021,109.5,267.7,107.8,198.65,29283370,507816,4860329632,11800192,40.3,159.9,89.15,17616.05,11927.52,5688.530000000001,3527.84,21.68842985368253,81.87,32.29174531180373,1084.41,3.774823744841036,1084410000.0,88780646700.0,-5.353405919156273,-24.95729731914377,-24.95729731914378,48.58439201451905,32.29174531180373,-0.01194616729090447,Public
Oil India Limited,2022,200.7,306.0,168.3,208.05,40118224,856596,8914914058,15758107,39.28,137.7,7.35,25905.59,15405.22,10500.37,5621.63,34.56061723841141,158.93,40.53322082222408,1084.41,4.598586851144597,1084410000.0,172345281300.0,47.05674654647325,59.35048074742619,59.35048074742619,94.12483205081226,40.53322082222408,-0.01194616729090447,Public
Oil India Limited,2023,211.9,406.0,205.4,372.35,37414348,730311,11030172475,15937355,42.6,200.6,160.45,36084.42,20829.31,15255.11,8728.59,53.66156399852454,167.77,42.2761679417322,1084.41,3.126446333256574,1084410000.0,181931465700.0,39.29202152894413,55.26795609102697,55.267956091027,5.562197193733098,42.2761679417322,-0.01194616729090447,Public
Oil India Limited,2024,372.4,767.3,362.25,430.85,81228971,2267731,47498842338,27284382,33.59,405.05,58.45,31749.42,19245.24,12504.18,6335.1,38.94688306897824,400.17,39.38396354957035,1084.41,10.27476317658758,1084410000.0,433948349700.0,-12.01349502084279,-27.42126735245899,-27.42126735245899,138.5229778863921,39.38396354957035,-0.01194616729090447,Public
Oil India Limited,2025,432.25,494.45,322.15,404.45,42742658,873770,17970884618,22618101,52.92,172.3,-27.8,31703.16,20545.53,11157.63,6550.93,40.27376121972213,386.75,35.19406267387858,1626.61,9.603026593170739,1626610000.0,629091417499.9999,-0.1457034490708775,3.406891761771713,3.406891761771735,44.96919228634177,35.19406267387858,-0.01194616729090447,Public
Indian Oil Corporation Limited,2016,431.0,667.2,281.7,325.65,61553122,1090250,26967269437,29698814,48.25,385.5,-105.35,346044.74,324006.58,22038.15999999997,12022.45,8.25286938136687,65.6,6.368586905843439,2369.67,7.948750545853797,2369670000.0,155450352000.0,,,,,6.368586905843439,-0.07363666529635315,Public
Indian Oil Corporation Limited,2017,327.9,462.6,325.95,388.4,94939622,1035394,38380899609,42514807,44.78,136.65,60.5,355379.0,321229.91,34149.08999999997,19849.49,13.62559205919906,129.02,9.609203132430439,4739.34,9.468946335648926,4739340000.0,611469646800.0,2.697414212971427,65.10353546905998,65.10126877765197,293.3536585365854,9.609203132430439,-0.07363666529635315,Public
Indian Oil Corporation Limited,2018,395.9,427.6,105.65,137.1,216143430,1344933,39632573719,92344037,42.72,321.95,-258.8,421491.82,379833.86,41657.96000000002,22189.45,15.23195150916068,117.73,9.883456338488376,9478.69,7.729147504782678,9478690000.0,1115926173700.0,18.60346840978224,11.78851446561096,11.78928183804768,82.49902992568299,9.883456338488376,-0.07363666529635315,Public
Indian Oil Corporation Limited,2019,137.35,170.4,116.1,125.65,159497743,856826,22780923777,53765370,33.71,54.3,-11.7,528157.5,492895.8,35261.70000000001,17376.7,12.3053989745914,108.57,6.676360744664237,9181.04,8.822956510729883,9181040000.000002,996785512800.0001,25.30670227479148,-21.68936138570356,-19.21324744770372,-10.67639273169598,6.676360744664237,-0.07363666529635315,Public
Indian Oil Corporation Limited,2020,125.95,128.25,71.15,90.95,297777576,1198494,26213038580,119413311,40.1,57.1,-35.0,483763.03,467709.76,16053.27000000002,-893.14,-0.6324816587825398,54.43,3.31841604349138,9181.04,-86.05783147098998,9181040000.000002,499724007200.0001,-8.405536227356414,-105.139871206846,-105.139871206846,-49.86644561112645,3.31841604349138,-0.07363666529635315,Public
Indian Oil Corporation Limited,2021,91.4,141.75,86.7,111.55,332329420,1853726,35433295438,120023302,36.12,55.05,20.15,363949.67,324021.0000000001,39928.66999999993,21638.21,15.32320907571595,61.23,10.97093177746251,9181.04,3.995899272629297,9181040000.000002,562155079200.0001,-24.76695253045691,-2522.712004836867,-2522.712004836867,12.49311041704941,10.97093177746251,-0.07363666529635315,Public
Indian Oil Corporation Limited,2022,111.55,136.0,65.2,76.5,288686177,1989219,25248865374,153571901,53.2,70.8,-35.05,589321.2,541563.2500000001,47757.94999999984,25102.23,17.77627255474039,79.3,8.103891392334068,9181.04,4.46100270772756,9181040000.000002,728056472000.0001,61.92381765313868,16.00881034059656,16.00881034059656,29.51167728237791,8.103891392334068,-0.07363666529635315,Public
Indian Oil Corporation Limited,2023,77.0,133.95,75.77,129.8,335554260,1779540,32141442085,162327953,48.38,58.18,52.8,841755.91,811073.2100000001,30682.69999999995,9792.12,6.934339857802454,77.9,3.645082812664772,13771.56,11.23394607092233,13771560000.0,1072804524000.0,42.83482589799927,-60.99103545780593,-60.99103545780593,47.35182849936947,3.645082812664772,-0.07363666529635315,Public
Indian Oil Corporation Limited,2024,132.05,196.8,128.5,136.4,460094147,3743349,75444365545,193340951,42.02,68.3,4.35,776351.85,700701.81,75650.03999999992,41729.69,29.55109339149648,167.75,9.74429828434104,13771.56,5.676608908429466,13771560000.0,2310179190000.0,-7.769955544476081,326.1558273387172,326.1558273387172,115.3401797175866,9.74429828434104,-0.07363666529635315,Public
Indian Oil Corporation Limited,2025,135.6,174.45,110.75,163.6,201145619,1961842,28767020229,106862461,53.13,63.7,28.0,758105.81,722062.6900000001,36043.12,13597.84,9.629379939381923,127.7,4.754365356994163,13771.56,13.26149770845958,13771560000.0,1758628212000.0,-2.350228185841241,-67.41447156688679,-67.41447156688677,-23.87481371087928,4.754365356994163,-0.07363666529635315,Public
